InvoiceNo,Description,OrderValue,Quantity,CustomerID,Country
552631,PACK OF 12 COLOURED PENCILS,10.2,12,12684.0,France
567640,PINK FAIRY CAKE CHILDRENS APRON,15.6,8,12604.0,France
575067,PACK OF 60 MUSHROOM CAKE CASES,13.2,24,12583.0,France
565322,WOODLAND PARTY BAG + STICKER SET,26.4,16,12437.0,France
580536,POSTAGE,54.0,3,12490.0,France
570672,PANTRY MAGNETIC  SHOPPING LIST,17.4,12,12536.0,France
568040,COFFEE MUG CAT + BIRD DESIGN,15.3,6,12681.0,France
536370,MINI JIGSAW SPACEBOY,10.08,24,12583.0,France
575193,LUNCH BAG SPACEBOY DESIGN ,16.5,10,12681.0,France
563288,SET OF 3 REGENCY CAKE TINS,39.6,8,12656.0,France
557734,12 PENCILS SMALL TUBE SKULL,31.2,48,12684.0,France
547087,RETROSPOT PARTY BAG + STICKER SET,13.2,8,12726.0,France
540365,SET/20 RED RETROSPOT PAPER NAPKINS ,10.2,12,12413.0,France
570672,DOORMAT WELCOME TO OUR HOME,16.5,2,12536.0,France
559607,ALARM CLOCK BAKELIKE RED ,15.0,4,12681.0,France
541138,RED TOADSTOOL LED NIGHT LIGHT,19.8,12,12553.0,France
540463,CREAM FELT EASTER EGG BASKET,9.9,6,12489.0,France
570672,TREASURE TIN GYMKHANA DESIGN,12.48,6,12536.0,France
555547,PLASTERS IN TIN STRONGMAN,19.8,12,12681.0,France
568798,WRAP RED VINTAGE DOILY,10.5,25,12615.0,France
538008,RED RETROSPOT CAKE STAND,21.9,2,12683.0,France
555096,REGENCY SUGAR BOWL GREEN,16.6,4,12682.0,France
541631,SET/6 RED SPOTTY PAPER CUPS,7.8,12,12637.0,France
545301,GROW YOUR OWN PLANT IN A CAN ,30.0,24,12679.0,France
552315,CARD DOLLY GIRL ,5.04,12,12700.0,France
570672,PINK POLKADOT BOWL,10.0,8,12536.0,France
575067,SPOTTY BUNTING,44.55,9,12583.0,France
560398,MAGNETS PACK OF 4 SWALLOWS,9.36,24,12731.0,France
541567,CHARLOTTE BAG PINK POLKADOT,17.0,20,12681.0,France
575692,WHITE ROCKING HORSE HAND PAINTED,2.5,2,12508.0,France
543484,WRAP ALPHABET DESIGN,10.5,25,12721.0,France
578736,RABBIT NIGHT LIGHT,214.8,120,12681.0,France
570841,POSTAGE,36.0,2,12553.0,France
541138,10 COLOUR SPACEBOY PEN,20.4,24,12553.0,France
574506,DOORMAT BLACK FLOCK ,8.25,1,12577.0,France
565931,GYMKHANA TREASURE BOOK BOX,18.0,8,12683.0,France
553208,SET OF 5 LUCKY CAT MAGNETS ,24.96,12,12674.0,France
573402,6 GIFT TAGS VINTAGE CHRISTMAS ,9.96,12,12494.0,France
554097,RED HEART SHAPE LOVE BUCKET ,17.7,6,12567.0,France
556886,JUNGLE POPSICLES ICE LOLLY MOULDS,30.0,24,12624.0,France
546428,BASKET OF TOADSTOOLS,15.0,12,12681.0,France
545515,SMALL POPCORN HOLDER,10.2,12,12727.0,France
575747,CARDHOLDER GINGHAM CHRISTMAS TREE,19.5,6,12589.0,France
554648,JUMBO STORAGE BAG SUKI,20.8,10,12562.0,France
542904,5 HOOK HANGER RED MAGIC TOADSTOOL,39.6,24,12682.0,France
561040,PINK REGENCY TEACUP AND SAUCER,17.7,6,12431.0,Australia
568695,WHITE HEART CONFETTI IN TUBE,39.6,24,16321.0,Australia
569650,ALARM CLOCK BAKELIKE RED ,169.5,50,12415.0,Australia
540700,LUNCH BAG SUKI  DESIGN ,16.5,10,12393.0,Australia
565146,TRADITIONAL WOODEN SKIPPING ROPE,208.8,144,12415.0,Australia
554126,DOORMAT UNION FLAG,67.5,10,12431.0,Australia
567085,UNION STRIPE WITH FRINGE  HAMMOCK,15.9,2,12434.0,Australia
567085,SPOTTY BUNTING,14.85,3,12434.0,Australia
556917,MODERN FLORAL STATIONERY SET,90.0,72,12415.0,Australia
547659,ASSORTED COLOUR MINI CASES,15.9,2,12434.0,Australia
543989,RED SPOTTY BISCUIT TIN,312.0,96,12415.0,Australia
559919,SET OF 6 TEA TIME BAKING CASES,399.36,384,12415.0,Australia
567085,DOLLY HONEYCOMB GARLAND,19.8,12,12434.0,Australia
560033,VINTAGE CHRISTMAS STOCKING ,30.6,12,12388.0,Australia
545065,SQUARECUSHION COVER PINK UNION FLAG,27.0,4,12431.0,Australia
543989,WRAP ALPHABET DESIGN,68.0,200,12415.0,Australia
545475,BLUE POLKADOT PLATE ,139.2,96,12415.0,Australia
553546,BLUE CHARLIE+LOLA PERSONAL DOORSIGN,36.48,96,12415.0,Australia
576394,FAIRY TALE COTTAGE NIGHT LIGHT,158.4,96,12415.0,Australia
565145,MINI PAINT SET VINTAGE ,633.6,1152,12415.0,Australia
568145,STORAGE TIN VINTAGE DOILY ,52.02,18,12388.0,Australia
545475,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",510.0,120,12415.0,Australia
560473,REGENCY MILK JUG PINK ,13.0,4,12431.0,Australia
543989,CARD CIRCUS PARADE,51.84,144,12415.0,Australia
560473,REGENCY SUGAR BOWL GREEN,16.6,4,12431.0,Australia
569722,JUMBO BAG SPACEBOY DESIGN,41.6,20,12431.0,Australia
563614,SET 8 CANDLES VINTAGE DOILY,237.6,144,12415.0,Australia
553546,REGENCY TEA PLATE PINK,69.6,48,12415.0,Australia
543376,PAPER BUNTING WHITE LACE,53.1,18,16321.0,Australia
576394,RED LOVE HEART SHAPE CUP,69.12,96,12415.0,Australia
556917,WRAP ENGLISH ROSE ,136.0,400,12415.0,Australia
540267,SET OF 6 SOLDIER SKITTLES,271.2,80,12415.0,Australia
569723,JUMBO SHOPPER VINTAGE RED PAISLEY,20.8,10,12431.0,Australia
578459,STAR DECORATION PAINTED ZINC ,18.24,96,12388.0,Australia
556917,HOMEMADE JAM SCENTED CANDLES,120.0,96,12415.0,Australia
539419,CORONA MEXICAN TRAY,147.5,50,12431.0,Australia
547659,CUSHION COVER PINK UNION JACK,47.6,8,12434.0,Australia
563179,LUNCH BAG WOODLAND,16.5,10,12431.0,Australia
545475,COWBOYS AND INDIANS BIRTHDAY CARD ,51.84,144,12415.0,Australia
553546,GIRAFFE WOODEN RULER,237.6,144,12415.0,Australia
563614,VINTAGE CHRISTMAS GIFT BAG LARGE ,124.8,120,12415.0,Australia
545475,FELTCRAFT PRINCESS CHARLOTTE DOLL,488.16,144,12415.0,Australia
568708,FAIRY TALE COTTAGE NIGHT LIGHT,23.4,12,12393.0,Australia
556917,SET OF 5 PANCAKE DAY MAGNETS,222.0,120,12415.0,Australia
556917,SET OF 4 KNICK KNACK TINS LEAVES ,180.0,48,12415.0,Australia
540267,HEN HOUSE W CHICK STANDING,44.4,120,12415.0,Australia
545475,PACK OF 12 CIRCUS PARADE TISSUES ,108.0,432,12415.0,Australia
553546,YELLOW GIANT GARDEN THERMOMETER,178.2,36,12415.0,Australia
540267,BLUE POLKADOT PLATE ,139.2,96,12415.0,Australia
563614,SET OF 6 RIBBONS VINTAGE CHRISTMAS,179.28,72,12415.0,Australia
553148,PINK & WHITE BREAKFAST TRAY,11.8,4,,Hong Kong
553148,BLUE & WHITE BREAKFAST TRAY,11.8,4,,Hong Kong
553148,PINK BUTTERFLY CUSHION COVER,11.7,6,,Hong Kong
553148,BIRDS MOBILE VINTAGE DESIGN,17.85,3,,Hong Kong
571652,DINOSAUR KEYRINGS ASSORTED,7.56,36,,Hong Kong
564087,CHILDRENS CUTLERY SPACEBOY ,99.6,24,,Hong Kong
549738,MILK PAN RED RETROSPOT,45.0,12,,Hong Kong
541975,PLASTERS IN TIN WOODLAND ANIMALS,59.4,36,,Hong Kong
571652,FAIRY CAKE BIRTHDAY CANDLE SET,15.0,4,,Hong Kong
571652,BAKING SET 9 PIECE RETROSPOT ,14.85,3,,Hong Kong
564087,RECYCLED ACAPULCO MAT PINK,66.0,8,,Hong Kong
571652,HOLIDAY FUN LUDO,15.0,4,,Hong Kong
571652,ASSORTED COLOUR LIZARD SUCTION HOOK,10.08,24,,Hong Kong
564087,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",39.6,8,,Hong Kong
564087,GREEN POLKADOT BOWL,20.0,16,,Hong Kong
541975,TOY TIDY SPACEBOY  ,52.5,25,,Hong Kong
541975,RED RETROSPOT CHILDRENS UMBRELLA,19.5,6,,Hong Kong
553148,PACK OF 60 SPACEBOY CAKE CASES,13.2,24,,Hong Kong
541975,ROUND SNACK BOXES SET OF4 WOODLAND ,244.8,96,,Hong Kong
564087,12 PENCILS TALL TUBE SKULLS,10.2,12,,Hong Kong
541975,RED RETROSPOT CAKE STAND,43.8,4,,Hong Kong
571652,ICE CREAM SUNDAE LIP GLOSS,30.0,24,,Hong Kong
553148,PINK PARTY BAGS,12.6,6,,Hong Kong
564087,LARGE HEART MEASURING SPOONS,19.8,12,,Hong Kong
573154,MINI PAINT SET VINTAGE ,23.4,36,,Hong Kong
564087,RED RETROSPOT OVEN GLOVE ,12.5,10,,Hong Kong
553148,PACK OF 72 SKULL CAKE CASES,13.2,24,,Hong Kong
553148,SMALL HEART MEASURING SPOONS,10.2,12,,Hong Kong
553148,CLASSIC FRENCH STYLE BASKET NATURAL,31.6,8,,Hong Kong
549738,CHILDRENS APRON SPACEBOY DESIGN,15.6,8,,Hong Kong
553148,CHARLOTTE BAG PINK POLKADOT,8.5,10,,Hong Kong
553148,RED RETROSPOT CHARLOTTE BAG,8.5,10,,Hong Kong
571652,WATERING CAN GREEN DINOSAUR,11.7,6,,Hong Kong
553148,LUNCH BAG SPACEBOY DESIGN ,16.5,10,,Hong Kong
564087,MEASURING TAPE BABUSHKA BLUE,53.1,18,,Hong Kong
557675,POSTAGE,15.0,1,,Hong Kong
553148,SET/2 RED RETROSPOT TEA TOWELS ,19.5,6,,Hong Kong
553148,MIRRORED WALL ART POPPIES,15.3,6,,Hong Kong
541975,LUNCH BAG SPACEBOY DESIGN ,66.0,40,,Hong Kong
541975,BLUE 3 PIECE POLKADOT CUTLERY SET,90.0,24,,Hong Kong
541975,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",19.8,4,,Hong Kong
564087,ROUND SNACK BOXES SET OF4 WOODLAND ,122.4,48,,Hong Kong
549738,APPLE BATH SPONGE,12.5,10,,Hong Kong
564087,RECYCLED ACAPULCO MAT GREEN,66.0,8,,Hong Kong
553148,RED RETROSPOT CUP,27.2,32,,Hong Kong
564087,36 PENCILS TUBE WOODLAND,20.0,16,,Hong Kong
553148,PACK OF 60 MUSHROOM CAKE CASES,13.2,24,,Hong Kong
564087,RETROSPOT HEART HOT WATER BOTTLE,29.7,6,,Hong Kong
553148,BLUE POLKADOT CUP,27.2,32,,Hong Kong
564087,RED RETROSPOT BOWL,20.0,16,,Hong Kong
